job_title,company_name,location,post_Date,Qualifications,post_days_ago
Quantitative Analyst,Honeywell,"Indianapolis, IN",21 days ago,Experience in a fast-paced environment; Excellent problem-solving skills; Familiarity with cloud services; Experience with SQL,21
Data Architect,Boeing,"Philadelphia, PA",13 days ago,Knowledge of statistical analysis; Experience with big data technologies,13
Machine Learning Engineer,Danaher,"Detroit, MI",12 days ago,Proficiency in data visualization tools; Strong communication skills,12
Business Analyst,Anthem,"Kansas City, MO",10 days ago,Familiarity with cloud services; Experience with big data technologies; Experience with Agile methodologies,10
Business Analyst,Bristol Myers Squibb,"Baltimore, MD",2 days ago,Strong programming skills in Python; Strong communication skills; Master's in Computer Science; Familiarity with cloud services,2
Data Analyst,Marriott International,"Chicago, IL",27 days ago,Familiarity with cloud services; Experience with big data technologies; Knowledge of statistical analysis; Ability to work in teams,27
Statistician,Walmart,"Long Beach, CA",27 days ago,Proficiency in data visualization tools; Strong communication skills; Strong programming skills in Python; PhD in Statistics,27
Quantitative Analyst,PepsiCo,"Omaha, NE",10 days ago,Experience with Agile methodologies; Experience in a fast-paced environment; Strong communication skills; Experience with big data technologies,10
Statistician,CVS Health,"New Orleans, LA",24 days ago,Master's in Computer Science; Experience with SQL; PhD in Statistics; Familiarity with cloud services,24
Data Architect,eBay,"Cleveland, OH",2 days ago,5+ years of experience; PhD in Statistics,2
AI Researcher,Oracle,"Virginia Beach, VA",28 days ago,Strong programming skills in Python; Experience with SQL,28
Quantitative Analyst,General Motors,"Omaha, NE",9 days ago,Experience with Agile methodologies; Strong analytical thinking; Knowledge of statistical analysis; Strong communication skills,9
Quantitative Analyst,Lyft,"Denver, CO",16 days ago,Strong programming skills in Python; Experience with Agile methodologies,16
AI Researcher,BlackRock,"Los Angeles, CA",30 days ago,Experience with big data technologies; PhD in Statistics,30
Machine Learning Engineer,Shopify,"Miami, FL",9 days ago,Experience in a fast-paced environment; Knowledge of machine learning algorithms; Strong programming skills in Python,9
Data Scientist,Coinbase,"Phoenix, AZ",11 days ago,Knowledge of machine learning algorithms; Knowledge of statistical analysis; Excellent problem-solving skills,11
Business Analyst,Boeing,"Atlanta, GA",28 days ago,Strong analytical thinking; Experience in a fast-paced environment,28
Quantitative Analyst,DraftKings,"Pittsburgh, PA",16 days ago,Strong programming skills in Python; Experience in a fast-paced environment; Knowledge of statistical analysis; Excellent problem-solving skills,16
Business Analyst,Goldman Sachs,"Portland, OR",15 days ago,Experience with Agile methodologies; Strong analytical thinking; Master's in Computer Science; Experience in a fast-paced environment,15
Business Analyst,eBay,"Pittsburgh, PA",7 days ago,Experience with Agile methodologies; Experience with big data technologies,7
Data Engineer,L3Harris Technologies,"Seattle, WA",11 days ago,Familiarity with cloud services; Experience with SQL,11
Data Scientist,Booking Holdings,"Indianapolis, IN",28 days ago,Ability to work in teams; Proficiency in data visualization tools,28
Machine Learning Engineer,Bristol Myers Squibb,"Salt Lake City, UT",28 days ago,Proficiency in data visualization tools; Knowledge of machine learning algorithms,28
Data Scientist,AT&T,"Tucson, AZ",22 days ago,Experience with SQL; Experience with big data technologies; Excellent problem-solving skills,22
Machine Learning Engineer,AbbVie,"Tucson, AZ",15 days ago,Knowledge of statistical analysis; Experience with Agile methodologies; 5+ years of experience; Strong programming skills in Python,15
Statistician,Lockheed Martin,"Phoenix, AZ",29 days ago,Familiarity with cloud services; Knowledge of statistical analysis; Experience with big data technologies,29
AI Researcher,Square,"Milwaukee, WI",22 days ago,Strong communication skills; Strong analytical thinking; Strong programming skills in Python; Experience with Agile methodologies,22
Data Engineer,Anthem,"Goleta, CA",4 days ago,PhD in Statistics; Excellent problem-solving skills; Proficiency in data visualization tools,4
AI Researcher,Coca-Cola,"Baltimore, MD",27 days ago,Knowledge of statistical analysis; 5+ years of experience; Strong analytical thinking; Familiarity with cloud services,27
Machine Learning Engineer,Square,"Detroit, MI",13 days ago,Strong programming skills in Python; Master's in Computer Science; Experience in a fast-paced environment; Proficiency in data visualization tools,13
Research Scientist,Amazon,"New Orleans, LA",3 days ago,Experience with SQL; 5+ years of experience,3
Machine Learning Engineer,Delta Air Lines,"Detroit, MI",18 days ago,Strong communication skills; Experience with Agile methodologies,18
Machine Learning Engineer,PayPal,"Columbus, OH",8 days ago,Experience with Agile methodologies; PhD in Statistics; Experience in a fast-paced environment,8
AI Researcher,ServiceNow,"Columbus, OH",27 days ago,Knowledge of statistical analysis; Strong communication skills,27
Research Scientist,Broadcom,"New Orleans, LA",3 days ago,Strong communication skills; Master's in Computer Science; Knowledge of statistical analysis,3
Data Engineer,Intel,"Los Angeles, CA",3 days ago,Proficiency in data visualization tools; Knowledge of statistical analysis,3
Data Analyst,Coca-Cola,"Indianapolis, IN",29 days ago,Experience with big data technologies; Knowledge of statistical analysis; Proficiency in data visualization tools,29
Data Architect,Coinbase,"Long Beach, CA",12 days ago,Excellent problem-solving skills; Strong analytical thinking,12
AI Researcher,Verizon,"Virginia Beach, VA",20 days ago,Knowledge of statistical analysis; PhD in Statistics,20
Research Scientist,CVS Health,"Seattle, WA",26 days ago,Knowledge of machine learning algorithms; Experience in a fast-paced environment; 5+ years of experience; Experience with Agile methodologies,26
Data Scientist,Nordstrom,"Cleveland, OH",12 days ago,Experience in a fast-paced environment; Experience with SQL,12
Data Architect,American Express,"Milwaukee, WI",13 days ago,PhD in Statistics; Strong programming skills in Python,13
Research Scientist,Chevron,"Virginia Beach, VA",24 days ago,Master's in Computer Science; Strong analytical thinking; Ability to work in teams; Familiarity with cloud services,24
Quantitative Analyst,Cisco,"Philadelphia, PA",19 days ago,5+ years of experience; Familiarity with cloud services; Strong communication skills,19
Statistician,Coinbase,"Baltimore, MD",1 days ago,PhD in Statistics; Ability to work in teams; Experience in a fast-paced environment,1
Data Architect,Microsoft,"Louisville, KY",23 days ago,Experience with SQL; Strong programming skills in Python; Experience with big data technologies,23
Data Analyst,Walmart,"Atlanta, GA",13 days ago,Knowledge of statistical analysis; Proficiency in data visualization tools; 5+ years of experience,13
AI Researcher,Gilead Sciences,"Louisville, KY",20 days ago,Experience with big data technologies; Excellent problem-solving skills; Familiarity with cloud services,20
AI Researcher,Tesla,"Phoenix, AZ",11 days ago,Master's in Computer Science; Experience with Agile methodologies; Ability to work in teams,11
Quantitative Analyst,AbbVie,"Atlanta, GA",19 days ago,Experience with big data technologies; Ability to work in teams; Master's in Computer Science,19
Quantitative Analyst,Chevron,"New York, NY",24 days ago,Strong programming skills in Python; Experience with big data technologies,24
Research Scientist,3M,"Cincinnati, OH",11 days ago,Master's in Computer Science; PhD in Statistics; Experience with Agile methodologies; Excellent problem-solving skills,11
Data Architect,JPMorgan Chase,"San Francisco, CA",28 days ago,PhD in Statistics; Experience in a fast-paced environment,28
Data Engineer,eBay,"San Diego, CA",11 days ago,Experience with big data technologies; PhD in Statistics; Experience in a fast-paced environment,11
Research Scientist,HP,"Kansas City, MO",19 days ago,Excellent problem-solving skills; Strong programming skills in Python; Strong communication skills,19
Statistician,Intuit,"San Francisco, CA",17 days ago,Knowledge of machine learning algorithms; Ability to work in teams,17
Data Architect,Lyft,"Nashville, TN",5 days ago,Strong analytical thinking; Experience with Agile methodologies; Experience in a fast-paced environment; Strong communication skills,5
Quantitative Analyst,Salesforce,"Minneapolis, MN",26 days ago,Strong analytical thinking; 5+ years of experience,26
Machine Learning Engineer,AIG,"Cleveland, OH",7 days ago,PhD in Statistics; Familiarity with cloud services; Experience with big data technologies,7
AI Researcher,HP,"Goleta, CA",2 days ago,PhD in Statistics; Experience in a fast-paced environment,2
Machine Learning Engineer,Zoom Video Communications,"Washington, D.C.",4 days ago,Knowledge of machine learning algorithms; Strong analytical thinking; Strong communication skills,4
Statistician,Amazon,"Virginia Beach, VA",16 days ago,Ability to work in teams; Experience with big data technologies; 5+ years of experience; PhD in Statistics,16
Business Analyst,3M,"Birmingham, AL",5 days ago,Experience with big data technologies; Proficiency in data visualization tools; Strong communication skills,5
Research Scientist,Target,"Tampa, FL",29 days ago,Experience with Agile methodologies; Proficiency in data visualization tools; Knowledge of statistical analysis,29
AI Researcher,Thermo Fisher Scientific,"Charlotte, NC",25 days ago,Familiarity with cloud services; PhD in Statistics,25
Data Engineer,UnitedHealth Group,"Columbus, OH",4 days ago,Strong programming skills in Python; PhD in Statistics; Experience with Agile methodologies; Excellent problem-solving skills,4
Business Analyst,Kroger,"Phoenix, AZ",10 days ago,Strong programming skills in Python; Excellent problem-solving skills; Familiarity with cloud services; Strong communication skills,10
Business Analyst,Hilton,"Seattle, WA",23 days ago,Strong analytical thinking; Experience with Agile methodologies; Experience in a fast-paced environment; Knowledge of machine learning algorithms,23
Data Analyst,United Parcel Service,"Boston, MA",18 days ago,Experience in a fast-paced environment; Experience with Agile methodologies,18
Statistician,DraftKings,"Birmingham, AL",2 days ago,Experience in a fast-paced environment; Knowledge of statistical analysis,2
Data Architect,T. Rowe Price,"New York, NY",2 days ago,Master's in Computer Science; PhD in Statistics; Experience with big data technologies; Familiarity with cloud services,2
Data Scientist,Shopify,"Long Beach, CA",29 days ago,5+ years of experience; Strong analytical thinking,29
Quantitative Analyst,Lockheed Martin,"Pittsburgh, PA",4 days ago,Familiarity with cloud services; Excellent problem-solving skills; Knowledge of machine learning algorithms,4
Data Engineer,Johnson & Johnson,"Columbus, OH",13 days ago,Strong programming skills in Python; Proficiency in data visualization tools,13
